Кононов Сильвестр Августович,1981-05-08,Волкова Татьяна Руслановна,1969-12-20,1999-04-16,7
Тетерин Феоктист Викторович,1980-04-26,Якушева Екатерина Юрьевна,1965-03-28,2012-01-10,1
Авдеев Никанор Валерианович,1966-04-24,Галкина Евдокия Святославовна,1972-12-27,2003-10-13,8
Меркушев Зосима Гаврилович,1979-05-07,Соболева Елена Ждановна,1974-04-13,2007-10-21,10
Хохлов Константин Фомич,1984-09-18,Лебедева Лариса Артемовна,1982-09-26,2005-10-27,7
Беляев Архип Устинович,1992-03-22,Ермакова Юлия Рудольфовна,2000-09-19,2019-12-16,5
Баранов Ким Герасимович,1989-05-22,Макарова Анжелика Афанасьевна,1997-12-13,2020-08-17,1
Брагин Фока Марсович,1970-11-07,Калашникова Галина Владиславовна,1998-04-16,2019-09-11,10
Носков Станислав Юлианович,1995-09-03,Рогова Алла Валентиновна,1996-10-25,2018-07-07,8
Романов Леонтий Димитриевич,1989-07-05,Селезнева Вероника Харитоновна,1986-08-08,2015-07-19,9
Веселов Вадим Ефстафьевич,1960-11-27,Стрелкова Евпраксия Эльдаровна,1983-11-23,2020-04-25,8
Иванов Тарас Игоревич,1972-12-16,Терентьева Юлия Дмитриевна,1967-01-24,1993-01-07,3
Сазонов Афанасий Ануфриевич,1997-11-16,Харитонова Элеонора Владиславовна,1978-08-11,2017-05-26,4
Носков Пахом Артемьевич,1966-11-14,Котова Милица Александровна,1993-10-28,2016-06-04,10
Муравьев Мстислав Ермилович,1971-05-20,Шарапова Алина Робертовна,1966-06-19,2004-04-22,7
Соловьев Федот Филиппович,1963-11-06,Колесникова Раиса Макаровна,1989-05-21,2015-03-10,3
Михайлов Максимильян Ефстафьевич,1961-02-16,Шубина Нина Евгеньевна,1981-06-10,2004-01-18,3
Афанасьев Аким Федосеевич,1999-06-13,Игнатова Светлана Кузьминична,1994-12-23,2019-07-26,5
Комиссаров Силантий Трифонович,1994-09-02,Авдеева Полина Вениаминовна,1975-10-26,2012-05-22,9
Кондратьев Аристарх Тимурович,1992-09-13,Белозерова Екатерина Мироновна,1986-12-09,2010-10-07,4
Носков Вениамин Данилович,1981-02-07,Михайлова Екатерина Васильевна,1968-12-01,2020-04-25,3
Герасимов Пахом Валерианович,1979-11-22,Савина Феврония Игоревна,1977-06-11,2005-08-12,10
Куликов Радим Теймуразович,1960-09-13,Константинова Лидия Егоровна,1986-01-27,2012-09-25,3
Белоусов Валерий Глебович,1977-11-28,Маркова Жанна Ниловна,1988-08-23,2013-10-19,8
Емельянов Фока Аверьянович,1986-05-22,Баранова Элеонора Григорьевна,1978-04-02,2009-11-14,8
Тарасов Спартак Изотович,1998-10-07,Дмитриева Ирина Оскаровна,1988-09-14,2018-07-01,8
Сысоев Олимпий Артурович,1986-06-16,Рыбакова Екатерина Григорьевна,1972-11-15,2016-03-10,8
Терентьев Аскольд Антонович,1975-04-19,Григорьева Лариса Федоровна,1990-09-21,2013-10-24,3
Белозеров Парфен Якубович,1960-12-14,Мухина Варвара Станиславовна,1960-02-16,1999-12-12,2
Игнатов Владилен Артёмович,1961-07-05,Рыбакова Евфросиния Вениаминовна,1973-12-13,1992-11-19,4
Гришин Лавр Харламович,1978-07-28,Сазонова Марфа Тимофеевна,1994-08-20,2020-12-19,10
Хохлов Влас Герасимович,2000-08-16,Веселова Таисия Рудольфовна,1987-05-02,2018-05-26,2
Буров Карл Елисеевич,1995-02-12,Кудряшова Марфа Львовна,1964-06-08,2014-07-20,6
Лебедев Вышеслав Гаврилович,1979-01-14,Владимирова Екатерина Львовна,1997-06-26,2019-10-05,1
Антонов Мефодий Фомич,1999-12-08,Осипова Ирина Феликсовна,1965-08-17,2017-06-17,1
Кузьмин Клавдий Анатольевич,1969-04-04,Комиссарова Синклитикия Святославовна,1971-03-02,2016-02-23,5
Копылов Чеслав Ермилович,1972-03-18,Ларионова Вероника Руслановна,1981-04-11,1999-12-02,3
Горшков Фадей Харлампович,1979-02-24,Юдина Элеонора Кузьминична,1997-04-17,2015-08-07,7
Марков Автоном Артемьевич,1997-12-04,Козлова Любовь Михайловна,1971-03-26,2018-04-08,9
Селиверстов Гордей Юльевич,1968-06-20,Одинцова Антонина Васильевна,1989-10-12,2014-09-09,7
Моисеев Вениамин Эдгарович,1997-01-27,Лыткина Ксения Валентиновна,1988-12-11,2017-03-02,5
Силин Анатолий Валерьянович,1967-05-21,Фролова Нина Вячеславовна,1980-05-10,2011-05-04,10
Суворов Серафим Трофимович,1960-12-18,Титова Алла Никифоровна,1983-02-05,2016-07-09,8
Артемьев Федот Владиславович,1960-08-25,Филиппова Василиса Егоровна,1970-04-12,2001-04-28,7
Савин Максим Викторович,1964-08-03,Маркова Лукия Тимофеевна,1972-03-22,2010-12-04,6
Суворов Боян Филиппович,1963-01-26,Турова Евпраксия Макаровна,1980-10-04,1999-07-28,8
Петухов Авдей Даниилович,1997-03-22,Костина Елена Ивановна,1974-12-05,2020-01-16,6
Степанов Терентий Бориславович,1966-03-14,Трофимова Таисия Тимофеевна,1962-04-14,2020-06-18,4
Павлов Филарет Арсенович,1987-10-09,Волкова Таисия Олеговна,1995-05-12,2015-03-20,8
Тимофеев Мартын Ефимьевич,1973-01-12,Сазонова Дарья Георгиевна,1978-04-05,2018-10-05,9
Кулагин Стоян Якубович,1981-03-15,Шарапова Наталья Артемовна,1974-02-12,2014-10-24,10
Баранов Аким Егорович,1995-05-06,Попова Марфа Александровна,1995-05-20,2016-10-17,6
Шубин Лучезар Измаилович,1966-02-18,Волкова Жанна Леонидовна,1963-07-26,1997-07-25,1
Самойлов Тимур Аверьянович,1982-07-01,Громова Иванна Васильевна,1994-01-27,2013-06-10,3
Петров Терентий Германович,1960-07-21,Мясникова Людмила Сергеевна,1971-02-14,2002-02-24,4
Белов Парамон Адамович,1965-11-02,Панфилова Валерия Ефимовна,1960-02-28,1986-12-20,3
Давыдов Потап Захарьевич,1974-09-06,Никонова Феврония Дмитриевна,1976-04-01,2001-08-19,3
Владимиров Геннадий Владиславович,1991-05-24,Павлова Елизавета Афанасьевна,1991-05-07,2019-11-24,2
Ефремов Кондратий Бенедиктович,1992-02-10,Тихонова Глафира Романовна,1973-06-28,2018-08-20,6
Лихачев Август Юлианович,1995-12-01,Зуева София Петровна,1973-01-12,2019-10-17,4
Петров Лаврентий Эдгарович,1980-08-28,Зуева Анжела Ниловна,1960-10-01,2001-05-18,10
Бобылев Егор Вячеславович,1973-01-02,Ермакова Наталья Алексеевна,1966-07-13,2012-04-03,9
Носков Ермолай Анатольевич,1979-10-19,Федосеева Лукия Альбертовна,1970-04-23,2002-04-28,9
Мясников Ким Ефстафьевич,1975-11-04,Терентьева Валентина Богдановна,2000-06-15,2019-02-02,7
Яковлев Савватий Гаврилович,1978-11-26,Комиссарова Ираида Альбертовна,1993-02-17,2012-04-05,9
Суворов Каллистрат Феофанович,1975-08-06,Воробьева Ия Федоровна,1966-06-05,1994-06-09,10
Емельянов Павел Тимурович,1980-09-04,Новикова Иванна Романовна,1997-04-09,2019-07-28,2
Максимов Еремей Марсович,1962-12-11,Тимофеева Эмилия Владимировна,1987-06-04,2006-08-19,6
Кузнецов Фортунат Филатович,1982-05-06,Никифорова Майя Феликсовна,1961-01-03,2001-01-11,4
Кошелев Эмиль Якубович,1974-04-08,Носова Алина Эльдаровна,1987-05-06,2009-10-02,6
Самойлов Вадим Георгиевич,1985-05-10,Маркова Алевтина Харитоновна,1994-04-19,2012-01-10,1
Суханов Фома Глебович,1978-02-12,Князева Ульяна Геннадьевна,1982-12-10,2014-12-19,6
Зуев Севастьян Федотович,1984-03-15,Королева Нина Харитоновна,1991-05-07,2020-12-23,4
Мартынов Сидор Авдеевич,1968-11-26,Новикова Валентина Вениаминовна,1995-06-06,2020-01-06,8
Королев Пимен Ануфриевич,1979-06-02,Кононова Прасковья Юрьевна,1991-11-25,2015-02-15,10
Данилов Радован Федосьевич,1980-05-13,Смирнова Полина Григорьевна,1995-05-23,2017-04-20,7
Попов Иван Афанасьевич,1999-07-11,Никитина Тамара Мироновна,1960-01-17,2020-10-11,1
Михайлов Стоян Андреевич,1973-06-25,Зуева Фаина Кузьминична,1962-01-03,2016-08-25,1
Гаврилов Евгений Феофанович,1967-11-26,Гришина Прасковья Сергеевна,1970-07-06,1990-12-02,2
Макаров Боян Адамович,1961-09-20,Александрова Валерия Наумовна,1969-08-18,1989-07-18,7
Беляев Фадей Яковлевич,1991-06-23,Доронина Алина Алексеевна,1962-06-09,2017-11-07,5
Лапин Савватий Фёдорович,1984-12-04,Маслова Раиса Владиславовна,1968-10-17,2002-02-24,10
Кузнецов Ерофей Геннадиевич,1990-04-16,Большакова Марина Григорьевна,1974-09-13,2011-11-21,6
Силин Спиридон Викторович,1980-01-23,Ермакова Полина Рудольфовна,1964-09-22,2015-04-10,2
Ковалев Ратибор Гавриилович,1963-09-03,Громова Пелагея Тимуровна,1990-11-10,2010-04-15,4
Щукин Филипп Афанасьевич,1969-01-19,Горшкова Тамара Львовна,1994-06-21,2014-06-11,7
Гаврилов Кондратий Витальевич,1984-02-22,Архипова Анжелика Никифоровна,1974-11-06,2004-03-06,2
Миронов Конон Ерофеевич,1994-10-14,Дьячкова Прасковья Кузьминична,1980-12-22,2016-09-25,1
Мухин Еремей Владленович,1963-03-17,Юдина Зоя Тарасовна,1971-04-27,2019-10-18,10
Шаров Варфоломей Тарасович,1966-07-24,Михайлова Пелагея Геннадиевна,1975-06-04,2004-09-21,3
Николаев Ратмир Вилорович,1991-12-25,Кошелева Анастасия Владимировна,1975-07-11,2019-12-05,2
Иванов Фотий Бенедиктович,1969-11-26,Копылова Вероника Анатольевна,1964-06-01,2018-09-10,10
Соловьев Ростислав Анисимович,1987-07-19,Орлова Александра Ильинична,1988-10-21,2011-04-10,4
Морозов Бажен Витальевич,1975-02-21,Дементьева Лора Антоновна,1965-11-12,2002-08-02,8
Якушев Авксентий Адамович,1991-06-16,Кириллова Василиса Романовна,1990-06-05,2018-02-09,10
Мухин Викентий Эдуардович,1966-01-12,Ковалева Лора Сергеевна,1984-11-02,2016-09-21,5
Суханов Мартын Григорьевич,1993-03-19,Данилова Нина Кирилловна,1975-11-16,2016-04-27,1
Филиппов Андрей Якубович,1962-11-27,Лебедева Марина Ждановна,1979-04-01,2020-04-16,2
Филатов Никон Жоресович,1985-03-20,Савельева Евпраксия Евгеньевна,1970-09-27,2005-04-15,5
Федотов Харлампий Валерьянович,1988-02-19,Попова Оксана Оскаровна,1965-10-20,2020-03-28,7
Крюков Кир Юльевич,1966-10-11,Анисимова Екатерина Аскольдовна,1993-03-27,2019-07-08,1
Мамонтов Селиверст Аверьянович,1984-10-27,Доронина Евфросиния Игоревна,1965-08-10,2016-01-21,2
Ситников Изяслав Евсеевич,1971-11-26,Комарова Нонна Феликсовна,1997-04-16,2019-08-19,10
Сазонов Евграф Матвеевич,1972-12-17,Сорокина Алевтина Леоновна,1992-11-05,2016-08-12,4
Лазарев Мирон Владиславович,1991-08-14,Носова Евфросиния Тарасовна,1995-11-25,2018-08-23,8
Титов Дорофей Васильевич,1996-09-25,Пахомова Алла Наумовна,1984-03-21,2017-12-15,6
Моисеев Еремей Эдгарович,1996-07-02,Якушева Валентина Артемовна,1966-05-05,2018-03-20,1
Михеев Еремей Феодосьевич,1969-06-03,Константинова Ульяна Егоровна,1990-06-15,2011-07-09,10
Максимов Феликс Валерьевич,1969-07-10,Королева Раиса Львовна,2000-01-25,2019-03-11,9
Лазарев Спиридон Фролович,1979-06-25,Мухина Нина Ждановна,1985-08-08,2016-10-24,4
Горбачев Платон Богданович,1979-07-03,Мамонтова Алла Рудольфовна,1977-12-27,2011-06-19,1
Захаров Феоктист Фролович,1968-06-26,Симонова Алла Захаровна,1990-09-06,2018-08-18,4
Большаков Всемил Изотович,1989-02-06,Зиновьева Раиса Святославовна,1969-07-15,2019-01-05,1
Евдокимов Давыд Марсович,1965-07-09,Белозерова Ирина Рубеновна,1964-02-28,1985-08-17,10
Щукин Пимен Анатольевич,1985-12-15,Агафонова Наталья Яковлевна,1996-11-13,2014-08-15,10
